Supplier Code,Manufacturer,SKU,Item Name,Quantity Available,Quantity Used,Stock Sales Ratio
ZI52SA-82P 17600-60813,IMPORTACIONES SOL DE KOBE S.A,526-0021,TERMOSTATO 17600-60813 G13A,0.00,1.00,0
56540-0U500 565400U500 SRK-8590 CRKH-40 CR0282 73-1015,DAILY,72-3063,"ROT. CREMA. HYU. ACCENT BLUE. 11/20, KIA RIO. 10/17, CRKH-40, SRK-8590, = 57724-0U000, 16X16X233",0.00,2.00,0
48068-09040 48068-09041 48068-09081 48068-09150 48068-59095 48068-59135 48068-59145 48068-W9005,Ningbo Sunshine Auto Parts Co,11-154,Tijereta Inferior Completa RH Toyota Yaris 1.0 1.3 1.4 1.5 1.8 2005-2020 Yaris Vios 1.3 4WD 2005-2013 Verso S 1.33 1.4 2010-2016 Aqua 1.5 2011- Prius C 1.5 2011- Ractis 1.5 4WD 2005-2010,0.00,1.00,0
1621-S917/04495-52100,Renapa S.A.,509-0541,ZAPATA FRENO TOYOTA YARIS 06-C/PLATINA,0.00,1.00,0
56540-0U500 565400U500 SRK-8590 CRKH-40 CR0282 73-1015,DAILY,72-3063,"ROT. CREMA. HYU. ACCENT BLUE. 11/20, KIA RIO. 10/17, CRKH-40, SRK-8590, = 57724-0U000, 16X16X233",0.00,2.00,0
48068-87403,,800-502,TIJERETA INFERIOR RH. DAIH. TERIOS. 97/06,0.00,1.00,0
48069-87403,,800-503,TIJERETA INFERIOR LH. DAIH. TERIOS. 97/06,0.00,1.00,0
56540-0U500 565400U500 SRK-8590 CRKH-40 CR0282 73-1015,DAILY,72-3063,"ROT. CREMA. HYU. ACCENT BLUE. 11/20, KIA RIO. 10/17, CRKH-40, SRK-8590, = 57724-0U000, 16X16X233",0.00,2.00,0
G3330130,RENAPA,522-0188,COMPENSADOR SUZUKI CIAZ RH DELANTERO 16-,0.00,2.00,0
4060A475,,800-988,COMPENSADOR DEL LH MITSUBISHI OUTLANDER SPORT ASX RCR 10-339254 339125 SIN 3ERA FILA ASIENTOS,0.00,1.00,0
JP1780,NAVEMAR,534-0003,BUSHING PUNTA TIJERETA DELANTERA MAZDA 323 99-03 M12 16X49X48,0.00,1.00,0
89465-48060 / 234-4048 24566 250-24137 234-4048,REPUESTOS BIANCHI,529-062,Sensor de oxígeno Toyota corolla 1zz/2zz 4 líneas,0.00,1.00,0
G824095,,800-1013,P EJE HY I30 07- KIA CERATO 06-CEED 06-,0.00,1.00,0
34960-68K00,,800-1020,34960M68K00 SENSOR DE VELOCIDAD SUZUKI SWIFT 2013,0.00,1.00,0
38342-00QAGN-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0090,RETENEDOR DIFERENCIAL NISSAN MR16/18/20TIIDA/VERSA/JUKE08-(40x55x8/14),0.00,1.00,0
21421-2E300N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0014,RETENEDOR  BOMBA ACEITE / CIGÜEÑAL TUCiX35/SPORTAGE2.013-/ELAN1.812-(40x52x6)NJ449,0.00,1.00,0
22441-27000N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0562,EMP. TAPA VALV. SANTA FE 2.2/TUCSON2.0 DIESEL 04-09 (22441-27400),0.00,1.00,0
21421-35500N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0017,RETENEDOR  BOMBA ACEITE STAFE2.700-05/TIB2.706/6G72-6G74(37x50x6)NJ874,0.00,1.00,0
48040-82100N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0065,RETENEDOR  CIGUEÑAL DELANTERO / CAJA DIR.NISSAN/ ARBOLLEVAACC1.5(35x48x8)NJ415,0.00,1.00,0
11044-57Y00N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0546,EMP. CABEZOTE NI SENTRA B13 1.6GA16DE 91-07 (inyectado) (grafito),0.00,1.00,0
240704,Capris S.A.,130-055,"NGK RC-TE63 CABLES PARA BUJIAS TOYOTA TERCEL, PASEO (1995-1999)",0.00,1.00,0
95915222,,800-1007,ROTULA DIRECCION EXTERNA R/L CHEVROLET TRAX 13-19,0.00,1.00,0
JP1149,,800-1015,HULE TENSORA DATSUN 1500 UNIVERSAL 9X29X19,0.00,8.00,0
45470-09040,,800-1032,"ROT. DIR. EXT. LH. TOY. CAMRY. 03/06 , SE-3753L",0.00,1.00,0
89465-48060 / 234-4048 24566 250-24137 234-4048,REPUESTOS BIANCHI,529-062,Sensor de oxígeno Toyota corolla 1zz/2zz 4 líneas,0.00,1.00,0
DNK8846D1354CK 04466-52140,CIOSA AUTOPARTES S.A,509-0220,PASTILLA DE FRENO DISCO TRASERO TOYOTA AURIS 2006- COROLLA 2006- PRIUS 2015- VERSO 2010- YARIS 2005-,0.00,1.00,0
25620-23610N-KOR,,800-1038,HOUSING (BASE) TERMOSTATO HY. TUC/ELA 2.0 /SPOR/TIBURON 04-10 (METAL) (25620-23640),0.00,1.00,0
22448-JA000,REPUESTOS BIANCHI,529-021,BOBINA DE IGNICIÓN NISSAN VERSA-SENTRA-KICKS-QASHQAI (07-)   22448-1KT1A  22448-5RB0A 22448-1HC0A 22448-ED000 UF-550 UF-549 UF-719,0.00,5.00,0
54501-0X000-LWT  545010X200,DAILY,517-1035,"TIJERETA RH. HYU. I10. 07/16 = 0X100, 0X200, 0X300",0.00,2.00,0
54500-0X000-LWT,DAILY,517-1006,"TIJERETA LH. HYU. I10, 04/16 = 0X100,0X200,0X300",0.00,2.00,0
953121,,800-1053,FAJA DIST GATES T312 HONDA CIVIC 1.7 104D,0.00,1.00,0
AR-4AFE-0.50-E,,800-1057,PISTON 4AFE 0.50 1 2X1 5X3.0 81.50 ALTA,0.00,1.00,0
95224-29000N-APK,,800-1056,RELAY PRINCIPAL HYUNDAI ACCENT VERNA ELANTRA 00-10 4P 12V 95224-2D000,0.00,1.00,0
G9138013,Renapa S.A.,528-0029,ROL BOCINA DELANTERO NISSAN SENTRA B13 B14 TOYOTA RAV4 96-99,0.00,2.00,0
43330-49025,DAILY,72-2008,ROT SUSP TOYOTA RAV4 94-00/ CELICA 89-93 SB2972,1.00,1.00,13.043478260869566
178553,Capris S.A.,509-1539,KASHIMA BD35030 TAMBOR PARA FRENO SUZUKI SIDEKICK 96-98,0.00,2.00,0
BR31323,,800-1069,DISCO F SZ DEL AERIO BALENO -05 ESTEEM 00-06,0.00,2.00,0
54500-4H000,,800-1074,"TIJERETA INF. LH. H1, HYU. STAREX, GRAND STAREX, 07/17, CQKH-65L",0.00,1.00,0
KO415,,800-1075,Hule-Est-Tras-Hyundai-Tucson-IX35-11-15- Kia-Sportage-11-15-4X4 M-17.5X35X44,0.00,2.00,0
I01021,,800-1083,MS-1417A BRG.BCNDA.010 2B/3B/13B 84- - S/ AXIAL,0.00,1.00,0
54830-0X000,DAILY,72-3072,"ROT. ESTAB. DEL. LH. HYU. I10. 08/15, GRAND I10. 17/- CHEV. BEAT, LTZ, 18 / CLKH-42L, SLK-8190L,TIPO Z. 230X10",0.00,1.00,0
MB890985,,800-1090,"MANGUERA INF. RAD. MIT. MONTERO. 94/00, 6G74 , 3.5",0.00,1.00,0
JP2044,NAVEMAR,517-3013,Barra-Ten-Tras-LH-Inf-Toyota-Rav4-01-05- M-17.5MM,0.00,1.00,0
48069-59055/14.3,DAILY,517-1068,"TIJERETA LH. TOY. YARIS, ECHO. 99/05, 14.3 MM",0.00,1.00,0
D1269C/94566892,Renapa S.A.,509-0116,PASTILLA FRENO CERAMICA CHEVROLET AVEO 04- 09 SFRENO48 SPARK 10- GMC,0.00,1.00,0
348022SH,,800-1111,"AMORTIGUADOR TRAS (1094) KB/D21/Frontier/Galloper/Grace/Monte ro Sport/Xterra 99-04 (21"""" abierto y 13"""" cerrado de centro a centro) 444012- 443183-443217-344015-343245 // 348022",0.00,2.00,0
527006,Capris S.A.,106-2012,LIQUI MOLY 1220 ACEITE CON MOLIBDENO PARA MOTORES DE GASOLINA Y DIÉSEL 20W50 (1LITRO) Garantía 353-E,0.00,4.00,0
527048,Capris S.A.,106-2015,LIQUI MOLY 2571 ACEITE CON MOLIBDENO PARA MOTORES DE GASOLINA Y DIESEL  15W-40 (5LITROS)  Garantía 353-E,0.00,2.00,0
527030,Capris S.A.,106-2020,LIQUI MOLY 2327 LEICHTLAUF HIGH TECH ACEITE ANTIFRICCION BASE SINTETICA  P/MOTORES GASOL Y DIESEL 5W40 1LITRO  Garantía 353-E,0.00,4.00,0
527049,Capris S.A.,106-2023,LIQUI MOLY 3092 LIQUIDO DE FRENOS DOT 5.1 (250ML)  Garantía 353-E,1.00,2.00,6.976744186046512
BP4L-32-290,DAILY,72-3151,"ROTULA DIRECCION EXTERNA LH. MAZ. 3. 03-- , SE-1651L",0.00,1.00,0
51220-SNA-A02,DAILY,72-3208,"ROT. SUSP. RH. HON. CIVIC. SEDAN, 05/12, SB-6382R",0.00,1.00,0
53560-SNA-A01,DAILY,72-3252,"ROT. DIR. EXT. LH. HON. CIVIC. 06/11 = 53560-SNE-A02, SE-6381L 53560-SNE-A02",0.00,1.00,0
53540-SH3-000/ 53540-SH3-013/ SE6171R CE0189R CEHO-3R CEHO-8R 73-1023,DAILY,72-3099,"ROT. DIR. EXT. RH. HON. CIVIC. 88/00, CRV. 95/02, CRX. 88/-- SE-6171R =SE-6191R, 53540-SR3-003 53540-S04-003",0.00,4.00,0
53560-SH3-003 -  53560-SH3-013 53560SH3003 SE6171L CE0189L CEHO-3L CEHO-8L0 73-1024,DAILY,72-3100,"ROT. DIR. EXT. LH. HON. CIVIC . 87/99 ,CRV. 95/01, SE-6171L= SE-6191L , 53560-SR3-003/S04-003",0.00,4.00,0
G9326056/43550-0D030,Renapa S.A.,518-0599,ROLL BOCINA DELANTERO TOYOTA ETIOS 12-RH,0.00,1.00,0
PH1024T,JSM Unity Costa Rica Sociedad Anonima,530-0029,FILTRO ACEITE DAEWOO CHEVROLET DAIHATSU,0.00,1.00,0
AF1020T,JSM Unity Costa Rica Sociedad Anonima,530-1004,FILTRO DE AIRE MITSUBISHI L200 PAJERO NATIVA MONTERO,0.00,1.00,0
CAF1941PT,JSM Unity Costa Rica Sociedad Anonima,530-3019,FILTRO DE CABINA QASHQAI XTRAIL,0.00,1.00,0
JP2591,NAVEMAR,512-260,SOPORTE MOTOR TRASERO INFERIOR NISSAN VERSA/MARCH 12-18,0.00,1.00,0
SZC-62,,800-1025,PLATO SUZUKI SX4 2.0,0.00,1.00,0
G623071,,800-1143,P EJE HD CRV 2.0 2.4 12- HEMBRA,0.00,2.00,0
41602-54P00,REMUSA,522-0211,COMPENSADOR DEL LH SUZUKI VITARA 15- S-CROSS 14 3358008,0.00,1.00,0
N-01245,,800-1145,BUSHING TIJERETA TRASERA MITSUBISHI LANCER MIRAGE OUTLANDER 02-20 SUPERIOR-INFERIOR CONICO M12 JP2043,0.00,4.00,0
G9326056/43550-0D030,Renapa S.A.,518-0599,ROLL BOCINA DELANTERO TOYOTA ETIOS 12-RH,0.00,1.00,0
NIX-126,,800-1142,"VLV.ESC 13202-0M200 GA16de b14 25,0x5,5x92,60",0.00,4.00,0
48069-0K040,,800-1136,"TIJERETA INF. LH. TOY. HILUX VIGO 04/16, 4X4, (SB-3882)",0.00,1.00,0
48647-JD01A,DAILY,72-3148,"ROT. DIR. EXT. LH. NIS. X-TRAIL. 09/15, QASHQAI. 07/15, SE-N201= D8640-JG00A",0.00,1.00,0
46100-S10-951/BPF,Renapa S.A.,509-2038,B P FRENO HD CRV 99-02 HRV C/ABS 15/16,0.00,1.00,0
GK6966,Renapa S.A.,528-0020,ROL BOCINA DELANTERO MITSUBISHI MIRAGE 15-FWD ABS DH SIRION 06- KIT,0.00,3.00,0
MTC-72,,800-1156,PLATO LANCER 1.8 16V 09- 225x144x260,0.00,1.00,0
22410-22610N-ONU,,800-1165,TAPA VALV. ACCENT/VERNA 1.5 SOHC 99-05 (tapon a rosca),0.00,1.00,0
89465-09330,REPUESTOS BIANCHI,529-072,SENSOR DE OXIGENO 234-4921 234-4189 TACOMA 00-04 2.7 2.4,1.00,1.00,13.043478260869566
G9138013,Renapa S.A.,528-0029,ROL BOCINA DELANTERO NISSAN SENTRA B13 B14 TOYOTA RAV4 96-99,0.00,2.00,0
G333117,Renapa S.A.,522-0154,COMPENSADOR TOYOTA COROLLA 93-00 AE100/101/102 GEO PRIZM LH,0.00,1.00,0
D862C/04465-42110,Renapa S.A.,509-0191,PASTILLA FRENO CERAMICA TOYOTA RAV4 00-05,0.00,1.00,0
D2096C/55810 61M 00,Renapa S.A.,509-0154,PASTILLA FRENO CERAMICA SUZUKI VITARA 15- S-CROSS 14-,0.00,1.00,0
D1284SM/58302 2PA70,Renapa S.A.,509-0016,PASTILLA FRENO SEMI METALICA HYUNDAI SANTA FE EQUUS KIA SORENTO 10- SEDONA 07-,0.00,1.00,0
12154001,JSM Unity Costa Rica Sociedad Anonima,106-1005,Aceite Defender Mineral HD 15W40 CI-4 QT,0.00,7.00,0
G821048,,800-1168,P EJE MB TRAS EXT MONTERO 00- T/AUTM,0.00,1.00,0
7PK1145,ARH DE ALAJUELA S.A.,376-21,FAJA UNICA NISSAN TIIDA VERSA C/AIRE ACC.. 7PK1145,0.00,1.00,0
JP2044,NAVEMAR,517-3013,Barra-Ten-Tras-LH-Inf-Toyota-Rav4-01-05- M-17.5MM,0.00,1.00,0
56540-0U500 565400U500 SRK-8590 CRKH-40 CR0282 73-1015,DAILY,72-3063,"ROT. CREMA. HYU. ACCENT BLUE. 11/20, KIA RIO. 10/17, CRKH-40, SRK-8590, = 57724-0U000, 16X16X233",0.00,3.00,0
MD344469N-JKT,IMPORTADORA BRIGO INTERNACIONAL S.A.,130-1001,BUJIA PRECA. MIT. 4D56-T 92-07 11v 85mm PM-167,0.00,4.00,0
11115-21050N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0613,EMP. CABEZOTE TY. YARIS 1.5 1NZ-FE/2NZ (Graphite),0.00,3.00,0
71898/9G,EVER WINNING,533-011,AMORTIGUADOR TOYOTA TERCEL (EL30/31 SELLADO)- EL40/42 87-94 R/L Gas (333067/68) 15MM.,0.00,1.00,0
BD80096/4243152011,Renapa S.A.,509-1535,TAMBOR FRENO TOYOTA YARIS ECHO 99-05 =35092,0.00,5.00,0
B26R-34-170,DAILY,72-3106,"ROT. ESTAB. DEL. RH/LH. MAZ. 323. 98/05, SL-1660, TIPO Z. 220X10",0.00,2.00,0
90919-02240,REPUESTOS BIANCHI,529-051,"90080-19021 90919-02265 BOBINA IGNICION UF316 YARIZ,ECHO,PRIUZ,UF-316",0.00,12.00,0
13420-65D00,,800-1196,"TH296 13420-52D00 3PIN SUZUKI VITARA 99-03 XL7 2,7L 2, 0L",0.00,1.00,0
41700-4H100N-NGC,,800-1203,BOMBA AUX. CLUTCH H-1/STA 07- (KAO0980) 13/16,0.00,1.00,0
333156-JBO,,800-1204,AMORTIGUADOR HYUNDAI EXCEL 86-94 Del R/L (333057) (71902) G.,0.00,1.00,0
28411-2B000,,800-1201,EMPAQUE ADM HY/KIA ACCENT/RIO 11+ (MOTOR G4FA/G4FC 1.4/1.6),0.00,1.00,0
43330-09680,DAILY,72-3140,"ROT. SUSP. RH/LH. TOY. COROLLA, ALTIS, ALTEZZA. 08/14, PRIUS. 03/11, SB-3962, SB-T442= 43330-09190",0.00,1.00,0
4013A010,DAILY,517-1123,"TIJERETA RH. MIT. LANCER LINEA EVO. 07/14, OUTLANDER. 06/14, ASX. 10/23 = 4013A500 4013A444",0.00,1.00,0
I12370,,800-1227,CB-1226GP BRG.BIELA STD QR25,0.00,1.00,0
JP1347,NAVEMAR,534-0079,Bush-Tij-Del-Inf-Toyota-Prado-96-02- 4Runner-96-04-Tacoma-95-04-4X4 M- 19X48X67,0.00,2.00,0
240437,,800-1237,NGK ILTR5A-13G BUJÍA DE IRIDIUM/PLATINUM 14MM HEX.16MM ALCANCE 25 GAP 1.3MM RANGO CALOR 5,0.00,4.00,0
N13224,,800-1247,BULBO TEMP KW-11N B14 B15 - 25080-89907,0.00,1.00,0
D1935C/58101B4A00,Renapa S.A.,509-0149,PASTILLA FRENO CERAMICA HYUNDAI I30 1.0 1.2 GRAN i10 13-,0.00,2.00,0
G824137,Renapa S.A.,520-0034,PUNTA DE EJE HYUNDAI ELANTRA i30 Ix20 KIA CERATO FORTE SOUL 10- 27 DIENTES externa,0.00,1.00,0
G530762S/54320-1HA0B/54320-1HJ0A,Renapa S.A.,519-0032,GALLETA COMPENSADOR NISSAN VERSA 12-18 DELANTERA COMPLETA CON ROLL,0.00,4.00,0
G514187/48609-52010/48609-52011,Renapa S.A.,519-0047,GALLETA COMPENSADOR TOYOTA YARIS 00-05 DELANTERA,0.00,4.00,0
G9326056/43550-0D030,Renapa S.A.,518-0599,ROLL BOCINA DELANTERO TOYOTA ETIOS 12-RH,0.00,2.00,0
B455-41-920,,800-1249,B A CLUTCH MZ 323 1.3/1.5/1.6 PROTEGE -97 3/4,0.00,1.00,0
60-146,,800-1259,ROT EXT LH SAN FRONTIER 4X2 2005-,0.00,1.00,0
7441188201408,Lapa Green,343-16,LIMPIAPARABRISAS CONCENTRADO 2 OZ,0.00,12.00,0
G9141004,Renapa S.A.,528-0034,ROL BOCINA DELANTERO SUZUKI SIDEKICK TRACKER 88-99 JIMNY RODILOS,0.00,2.00,0
D1225C/55810 M79F10,Renapa S.A.,509-0114,PASTILLA FRENO CERAMICA SUZUKI SWIFRENOT IGNIS CARRY 00-05 ALTO 00-12,0.00,1.00,0
G6PK1310,,800-1271,FAJA ALT UNIVERSAL 6PK1310 K060515 6PK1305,0.00,1.00,0
G9328027/41420-34000/41420-34001,Renapa S.A.,518-0601,ROLL BOC DEL TRAS SSANYONG KORANDO ACTYON 10-,0.00,2.00,0
27301-2B100,REPUESTOS BIANCHI,529-056,BOBINA ACCENT VELOSTER 14-18,0.00,4.00,0
27301-26640,REPUESTOS BIANCHI,529-023,BOBINA DE IGNICIÓN HYUNDAI  ACCENT/KIA RIO (05-)UF-499,0.00,2.00,0
22448-JA000,REPUESTOS BIANCHI,529-021,BOBINA DE IGNICIÓN NISSAN VERSA-SENTRA-KICKS-QASHQAI (07-)   22448-1KT1A  22448-5RB0A 22448-1HC0A 22448-ED000 UF-550 UF-549 UF-719,0.00,3.00,0
90048-52130,REPUESTOS BIANCHI,529-007,BOBINA DE IGNICIÓN DAHIATSU TERIOS (MOT:K3) (98-04),0.00,1.00,0
48520-00QAF,,800-1274,ROT. DIR. EXT. RH. NIS. PLATINA. 02 SE-N081R,0.00,1.00,0
G9328027/41420-34000/41420-34001,Renapa S.A.,518-0601,ROLL BOC DEL TRAS SSANYONG KORANDO ACTYON 10-,0.00,1.00,0
48520-3S525,DAILY,72-3206,"ROT. DIR. EXT. RH/LH. NIS. NP300. 08/18, X-TRAIL, X-TERRA. 00/08, 4X4, FRONTIER. 98/04, PATH. 95/05, SE-4831",0.00,2.00,0
48520-3S525,DAILY,72-3206,"ROT. DIR. EXT. RH/LH. NIS. NP300. 08/18, X-TRAIL, X-TERRA. 00/08, 4X4, FRONTIER. 98/04, PATH. 95/05, SE-4831",0.00,1.00,0
3487,,800-1288,SOP. CAJA CHEVROLET SPARK GO 1.2 10,0.00,1.00,0
G4PK0775,,800-1291,FAJA 4PK0775 K040305,0.00,1.00,0
JP2547,,800-1299,SOP MOT RH SUZUKI CELERIO 10/15,0.00,1.00,0
240437,,800-1237,NGK ILTR5A-13G BUJÍA DE IRIDIUM/PLATINUM 14MM HEX.16MM ALCANCE 25 GAP 1.3MM RANGO CALOR 5,0.00,5.00,0
240437,,800-1237,NGK ILTR5A-13G BUJÍA DE IRIDIUM/PLATINUM 14MM HEX.16MM ALCANCE 25 GAP 1.3MM RANGO CALOR 5,0.00,4.00,0
LF50-13-Z40A,REPUESTOS BARRIO SAN JOSE DE ALAJUELA SOCIEDAD ANONIMA,3-171,FIL AIRE MAZDA 3 04-12 2.3 2.3 MAZDA 5 2.0 2006,2.00,1.00,26.086956521739133
MT-6093,,800-1311,SOPORTE BARRA DODGE 40 MM,0.00,1.00,0
BD80096/4243152011,Renapa S.A.,509-1535,TAMBOR FRENO TOYOTA YARIS ECHO 99-05 =35092,0.00,2.00,0
BD80096/4243152011,Renapa S.A.,509-1535,TAMBOR FRENO TOYOTA YARIS ECHO 99-05 =35092,0.00,2.00,0
54500-EW000,DAILY,517-1042,"TIJERETA RH. NIS. TIIDA, VERSA. 05/15, HR15, HR16, MR18DE, BUJE Y MONTURA",0.00,2.00,0
14510-P30-000,,800-1319,ROL TENSOR HONDA CRV 2.0 DOHC,0.00,1.00,0
F11744,,800-1321,CIG DLNT B16 87,0.00,1.00,0
JP1360,,800-809,SOPORTE MOTOR DEL MITSUBISHI LANCER MIRAGE 92-00-4G15,0.00,1.00,0
89465-48060 / 234-4048 24566 250-24137 234-4048,REPUESTOS BIANCHI,529-062,Sensor de oxígeno Toyota corolla 1zz/2zz 4 líneas,0.00,1.00,0
23300-28030,ARH DE ALAJUELA S.A.,3-164,FIL GAS SUMERGIBLE RAV4 00-05 2.0 00-05 1.8 1AZ 1ZZ,0.00,1.00,0
4PK845,ARH DE ALAJUELA S.A.,376-73,FAJA  AUT CIVIC CRV 2.0 GEO SENTRA AE110/5AFE 95-0  4PK845,0.00,3.00,0
6PK1880,ARH DE ALAJUELA S.A.,376-48,FAJA COROLLA CORAXI 1ZZ 01- AVEO 04- OPTRA 1.6. 6PK1880,0.00,1.00,0
6PK2045,ARH DE ALAJUELA S.A.,376-7,FAJA UNICA GRAN VITARA 10-12. 6PK2045,0.00,1.00,0
3340087G,EVER WINNING,533-017,Am.TY Yaris 13-16 (17) Del R/L Gas 485100D592 - 48510-0D591 / 485100D470,0.00,2.00,0
953181,,800-1325,FAJA DIST. GATES T318 KIA RIO 137D R,0.00,1.00,0
7441188200302,Lapa Green,343-21,ANTIFREEZE + COOLANT 50/50 ETILENGLICOL VERDE 1 GALON,0.00,6.00,0
7441188200142,Lapa Green,343-23,ANTIFREEZE + COOLANT 10% 1 GALON VERDE,0.00,6.00,0
BD80096/4243152011,Renapa S.A.,509-1535,TAMBOR FRENO TOYOTA YARIS ECHO 99-05 =35092,1.00,5.00,2.912621359223301
G341307,Renapa S.A.,522-0142,COMPENSADOR TOYOTA ALTIS COROLLA 01-08 1.6 1.8 CORAXI,0.00,2.00,0
240594,Capris S.A.,130-057,NGK RC-ME94 CABLES PARA BUJIAS MITSUBISHI MONTERO SPORT 6G72,0.00,1.00,0
A40990007058,,800-1334,KIT TORNILLO CABEZOTE MITSUBISHI 4G13 CABEZA TORX,0.00,1.00,0
MD303649,,800-1335,J5T25081 PC191 235-1306 PC170 MONTERO 92-04 3L - OREJAS PEQUEÑAS,0.00,1.00,0
90919-02240,REPUESTOS BIANCHI,529-051,"90080-19021 90919-02265 BOBINA IGNICION UF316 YARIZ,ECHO,PRIUZ,UF-316",0.00,4.00,0
7290,DAILY,376-3004,"FAJA ALT. UNIVERSAL,11A0735, 29",1.00,1.00,13.043478260869566
2648,,800-1343,JP1254 SOP-MOT-MAZDA-323 PROTEGE-90-94-TRASERO,0.00,1.00,0
240475,Capris S.A.,130-059,"NGK LKAR7BGP BUJIA ""G-POWER"" CON PUNTA DE PLATINO",0.00,8.00,0
48520-3S525,DAILY,72-3206,"ROT. DIR. EXT. RH/LH. NIS. NP300. 08/18, X-TRAIL, X-TERRA. 00/08, 4X4, FRONTIER. 98/04, PATH. 95/05, SE-4831",0.00,1.00,0
54500-2S686,DAILY,517-1020,"TIJERETA INF. RH. NIS. FRONTIER. 01/12, NAVARA. 97/13, NP300. 08/21, D22. 97/12. 4X4=2S601,SB4832",0.00,1.00,0
178553,Capris S.A.,509-1539,KASHIMA BD35030 TAMBOR PARA FRENO SUZUKI SIDEKICK 96-98,2.00,2.00,13.953488372093023
1987947654/195202710300,Rafael Pinto & CO S.A. (PROLUSA),504-055,BOSCH FAJA TIPO V 13AVX925 (36.1/2P) =9365,0.00,1.00,0
42420-M55K00,DAILY,72-3050,ROT. ESTAB. DEL RH/LH. SUZ. SWIFT. 13/325X10. TIPO Z,0.00,4.00,0
49160-81A00,,800-1361,POLEA TENSORA SUZ. JIMMY. 98/ M13 AERIO. M15. M18. GRAND VITARA. 05/16,0.00,1.00,0
43119-28010N-POS,,800-1359,RETENEDOR SALIDA CAJA DER/IZQ NEW KIA PICANTO,0.00,2.00,0
MR403420-01,DAILY,72-3051,"ROT. SUSP. RH/LH. MIT. LANCER. 00/17, ASX. 10/15, OUTLANDER. 10/20, SB-7872, CBM-36 =MN101741, 4013A280",0.00,3.00,0
60-685,,800-1367,TORNILLO ESTAB SUZUKI SX4 2006-2014,0.00,2.00,0
41602-54P00,REMUSA,522-0211,COMPENSADOR DEL LH SUZUKI VITARA 15- S-CROSS 14 3358008,0.00,1.00,0
54500A0000,IMPORTADORA BRIGO INTERNACIONAL S.A.,517-1021,TIJERETA IZQ. HY. CRETA 15-21,0.00,1.00,0
48640-EA025,DAILY,72-3147,"ROT. DIR. EXT. RH. NIS. FRONTIER. 04/20, FRONTIER NP300. 14/-- 4X2, NAVARA, PATH. 10/15, R51, SE-4981R, SE-N281R, CEN-110",0.00,1.00,0
90919-02164,,800-1385,"TERCEL COROLLA 86-94 1,6-,18 4AF -7AF BOBINA INTERNA PEQUEÑA UF-111 UF- 103",0.00,1.00,0
23060-2B000N-GMP,,800-783,BEARING BIELA (STD-A) ACCENT BLUE 1.4/1.6 GAMMA/GDI 11- (AZUL)(23060-2B002),0.00,1.00,0
JAP1832,,800-1392,Hule-Est-Del-Nissan-XTrail-00-07-T30 M- 25X43X48,0.00,2.00,0
39180-2B000,REPUESTOS BIANCHI,529-106,"PC934 2PIN ACCENT 12- ELANTRA 1,6L 07- KIA CARENS 09-12 CERATO 06-12 SOUL08-",0.00,1.00,0
42420-80J00,DAILY,72-3055,"ROT. ESTAB. DEL. RH/LH. SUZ. VITARA. 14/18, SX4. 06/16, AERIO. 02/07, SWIFT. 09/17, CIAZ. 14/-- ERTIGA. 12/18, SL-7630,TIPO Z, 297X10, SL-S140,",0.00,2.00,0
22448-8H315,REPUESTOS BIANCHI,529-067,22448-6N015 UF-509 UF-350 UF-351 BOBINA NISSAN XTRAIL B15 ALMERA 22448-8H300,0.00,4.00,0
22448-JA000,REPUESTOS BIANCHI,529-021,BOBINA DE IGNICIÓN NISSAN VERSA-SENTRA-KICKS-QASHQAI (07-)   22448-1KT1A  22448-5RB0A 22448-1HC0A 22448-ED000 UF-550 UF-549 UF-719,0.00,4.00,0
11193-70010N-NGC,,800-1399,RET. TAPA VALV. (BUJIAS) TY. 4RUN/L/CRUISER 3VZ/5VZ/1FZ/1GR (25x43.5x8.5/11) Q=6,0.00,1.00,0
A71951,,800-1400,SEK-8291R EXT RH OPTRA 96407486,1.00,1.00,13.043478260869566
4836,,800-1406,SOPORTE MOTOR DEL LH RH NISSAN,0.00,1.00,0
60-623,,800-1407,ROTULA ESTABILIZADORA DEL LH MAZDA,0.00,1.00,0
G9328027/41420-34000/41420-34001,Renapa S.A.,518-0601,ROLL BOC DEL TRAS SSANYONG KORANDO ACTYON 10-,0.00,1.00,0
G824137,Renapa S.A.,520-0034,PUNTA DE EJE HYUNDAI ELANTRA i30 Ix20 KIA CERATO FORTE SOUL 10- 27 DIENTES externa,0.00,1.00,0
D1225C/55810 M79F10,Renapa S.A.,509-0114,PASTILLA FRENO CERAMICA SUZUKI SWIFRENOT IGNIS CARRY 00-05 ALTO 00-12,0.00,1.00,0
42431-52070/42431-52070,Renapa S.A.,509-1506,TAMBOR FRENO TOYOTA YARIS 06-10 PRIUS DAIHATSU CHARADE HACHBACK 11-,0.00,2.00,0
